28,21,4
28,25,4
29,1,4
29,2,4
29,3,4
29,6,4
29,7,4
29,8,4
29,9,4
29,10,4
29,12,4
29,14,4
29,15,4
29,17,4
29,18,4
29,21,4
29,25,4
30,1,4
30,2,4
30,3,4
30,6,4
30,7,4
30,8,4
30,9,4
30,10,4
30,12,4
30,14,4
30,15,4
30,17,4
30,18,4
30,21,4
30,25,4
31,1,2
31,2,2
31,3,2
31,6,2
31,7,2
31,8,2
31,9,2
31,10,2
31,12,2
31,14,2
31,15,2
31,17,2
31,18,2
31,21,2
31,25,2
32,1,1
32,2,1
32,3,1
32,6,1
32,7,1
32,8,1
32,9,1
32,10,1
32,12,1
32,14,1
32,15,1
32,17,1
32,18,1
32,21,1
32,25,1
33,1,4
33,2,4
33,3,4
33,6,4
33,7,4
33,8,4
33,9,4
33,10,4
33,12,4
33,14,4
33,15,4
33,17,4
33,18,4
33,21,4
33,25,4
34,1,3
34,2,3
34,3,3
34,6,3
34,7,3
34,8,3
34,9,3
34,10,3
34,12,3
34,14,3
34,15,3
34,17,3
34,18,3
34,21,3
34,25,3
35,1,4
35,2,4
35,3,4
35,6,4
35,7,4
35,8,4
35,9,4
35,10,4
35,12,4
35,14,4
35,15,4
35,17,4
35,18,4
35,21,4
35,25,4
36,1,1
36,2,1
36,3,1
36,6,1
36,7,1
36,8,1
36,9,1
36,10,1
36,12,1
36,14,1
36,15,1
36,17,1
36,18,1
36,21,1
36,25,1
37,1,2
37,2,2
37,3,2
37,6,2
37,7,2
37,8,2
37,9,2
37,10,2
37,12,2
37,14,2
37,15,2
37,17,2
37,18,2
37,21,2
37,25,2
38,1,4
38,2,4
38,3,4
38,6,4
38,7,4
38,8,4
38,9,4
38,10,4
38,12,4
38,14,4
38,15,4
38,17,4
38,18,4
38,21,4
38,25,4
39,1,1
39,2,1
39,3,1
39,6,1
39,7,1
39,8,1
39,9,1
39,10,1
39,12,1
39,14,1
39,15,1
39,17,1
39,18,1
39,21,1
39,25,1
40,1,4
40,2,4
40,3,4
40,6,4
40,7,4
40,8,4
40,9,4
40,10,4
40,12,4
40,14,4
40,15,4
40,17,4
40,18,4
40,21,4
40,25,4
41,1,4
41,2,4
41,3,4
41,6,4
41,7,4
41,8,4
41,9,4
41,10,4
41,12,4
41,14,4
41,15,4
41,17,4
41,18,4
41,21,4
41,25,4
42,1,4
42,2,4
42,3,4
42,6,4
42,7,4
42,8,4
42,9,4
42,10,4
42,12,4
42,14,4
42,15,4
42,17,4
42,18,4
42,21,4
42,25,4
43,1,3
43,2,3
43,3,3
43,6,3
43,7,3
43,8,3
43,9,3
43,10,3
43,12,3
43,14,3
43,15,3
43,17,3
43,18,3
43,21,3
43,25,3
44,1,1
44,2,1
44,3,1
44,6,1
44,7,1
44,8,1
44,9,1
44,10,1
44,12,1
44,14,1
44,15,1
44,17,1
44,18,1
44,21,1
44,25,1
45,1,4
45,2,4
45,3,4
45,6,4
45,7,4
45,8,4
45,9,4
45,10,4
45,12,4
45,14,4
45,15,4
45,17,4
45,18,4
45,21,4
45,25,4
46,1,1
46,2,1
46,3,1
46,6,1
46,7,1
46,8,1
46,9,1
46,10,1
46,12,1
46,14,1
46,15,1
46,17,1
46,18,1
46,21,1
46,25,1
