261,et
262,posterior
263,neck
264,three
265,cafe-au-lait
266,macules
267,flat
268,keratoses
269,multiple
270,petechiae
271,proximal
272,leukocytoclastic
273,palpable
274,purpura
275,pigmented
276,purpuric
277,seventy-five
278,cheeks
279,erosions
280,lips
281,spares
282,nasolabial
283,fold
284,lupus
285,choice
286,still
287,confluent
288,reticulated
289,papillomatosis
290,palm
291,various
292,primary
293,red
294,slight
295,hue
296,them
297,few
298,certainty
299,dome-shaped
300,color
301,twenty-five
302,brown
303,blue
304,relatively
305,skin
306,cancer
307,atypical
308,other
309,extending
310,down
311,upper
312,smaller
313,white
314,striatus
315,cutanea
316,eroded
317,one
318,larger
319,pink
320,herpetiformis
321,fungal
322,bacterial
323,five
324,sparing
325,unclear
326,body
327,location
328,merkel
329,nevus
330,let's
331,hemangioma
332,angiosarcoma
333,tan
334,certain
335,we
336,dermal
337,yellow
338,gouty
339,ga
340,forty
341,center
342,reaction
343,not
344,sure
345,give
346,yeah
347,purple
348,volar
349,okay
350,primarily
351,allergic
352,cellulitis
353,appearance
354,subcutaneous
355,subacute
356,erythematosus
357,rash
358,i'll
359,chin
360,patient
361,syndrome
362,disease
363,surface
364,porphyria
365,bullosa
366,without
367,inflammation
368,patient's
369,varicella
370,trunk
371,stages
372,lichenoides
373,angle
374,scaling
375,involving
376,changes
377,post-inflammatory
378,kay
379,back
380,localized
381,should
382,halo
383,sorta
384,change
385,patches
386,they're
387,several
388,skin-colored
389,associated
390,neurofibromas
391,neurofibromatosis
392,scurvy
393,trauma
394,secondary
395,disorder
396,african
397,american
398,female
399,slightly
400,located
401,both
402,shoulders
403,midline
404,versicolor
405,alright
406,interesting
407,couple
408,different
409,things
410,going
411,extend
412,up
413,little
414,lesion
415,very
416,me
417,lichenoid
418,do
419,possible
420,those
421,keratotic
422,from
423,too
424,cause
425,pattern
426,thinking
427,condition
428,something
429,thing
430,that's
431,ready
432,young
433,person
434,side
435,age
436,lot
437,really
438,anything
439,else
440,best
441,main
442,tumor
443,got
444,borders
445,pigmentation
446,dark
447,ulcerated
448,vessels
449,onto
450,far
451,make
452,thin
453,line
454,comes
455,bit
456,doesn't
457,any
458,epidermal
459,may
460,had
461,makes
462,out
463,unusual
464,middle
465,raised
466,fairly
467,old
468,off
469,towards
470,infectious
471,process
472,actinic
473,which
474,again
475,squamous
476,yes
477,either
478,spots
479,been
480,treated
481,another
482,possibility
483,all
484,corner
485,where
486,distal
487,benign
488,we're
489,irregular
490,waxy
491,angioma
492,we've
493,their
494,redness
495,irritant
496,nummular
497,sarcoidosis
498,atopic
499,especially
500,distribution
501,eyelids
502,no
503,involvement
504,eyelid
505,by
506,impetigo
507,does
508,telangiectasia
509,good
510,get
511,rosacea
512,eyes
513,number
514,they've
515,particularly
516,feel
517,chronic
518,dermatophyte
519,here's
520,who
521,big
522,blisters
523,lotta
524,within
525,normal
526,near
527,breast
528,blistering
529,epidermolysis
530,acquisita
531,ones
532,enough
533,list
534,than
535,hard
536,pigment
537,long
538,lots
539,common
540,usually
541,possibly
542,crusts
543,staph
544,excoriated
545,component
546,if
547,pustule
548,lateral
549,aspect
550,am
551,viral
552,chickenpox
553,slide
554,pretty
555,inner
556,image
557,whether
558,oh
559,depigmentosus
560,patch
561,mouth
562,eighty-five
563,brownish
564,small
565,seems
566,well-defined
567,darker
568,flesh-colored
569,related
570,damage
571,perhaps
572,petechial
573,low
574,even
575,kid
576,high
577,dark-skinned
578,whole
579,coalescing
580,into
581,overlying
582,least
583,individual
584,studded
585,fine
586,indurated
587,solitary
588,surrounded
589,almost
590,size
591,centimeter
592,extensor
593,extends
594,dorsum
595,second
596,toe
597,form
598,extremity
599,believe
600,macular
601,millimeters
602,centimeters
603,t-cell
604,insect
605,same
606,repigmentation
607,breasts
608,background
609,portion
610,approximately
611,diameter
612,induration
613,ranging
614,including
615,calcinosis
616,cutis
617,four
618,amount
619,inflammatory
620,polycyclic
621,arcuate
622,flaccid
623,variant
624,part
625,mild
626,vesicular
627,impetiginized
628,based
629,folds
630,early
631,hint
632,inferior
633,below
634,nevi
635,prominent
636,hemorrhagic
637,disorders
638,woman
639,between
640,gougerot
641,carteaud
642,resolving
643,periphery
644,b-cell
645,given
646,spitz
647,congenital
648,shiny
649,scabes
650,exophytic
651,deep
652,clavicular
653,mycosis
654,fungoides
655,hand
656,ninety-nine
657,edematous
658,pyogenic
659,medial
660,urticarial
661,assault
662,erysipelas
663,scle
664,exanthem
665,bulla
666,nature
667,distributed
668,rim
669,impetiginization
670,pleva
671,atrophy
672,definitely
673,elderly
674,palmar
675,broad
676,gonna
677,final
678,answer
679,confident
680,well-demarcated
681,intradermal
682,gentleman
683,kinda
684,adnexal
685,he
686,his
687,focus
688,being
689,you'd
690,confidence
691,caucasian
692,discrete
693,similar
694,now
695,wanna
696,eruptive
697,ctcl
698,rest
699,involved
700,hairs
701,your
702,will
703,excuse
704,leading
705,excoriations
706,eba
707,middle-aged
708,seeing
709,molluscum
710,need
711,quite
712,pigmentary
713,her
714,unlikely
715,course
716,male
717,someone's
718,anterior
719,perifollicular
720,poikilodermatous
721,xanthoma
722,mostly
723,put
724,sixty-five
725,how
726,denuded
727,across
728,seem
729,hypomelanosis
730,alteration
731,setting
732,commissure
733,might
734,white-skinned
735,necrotic
736,neoplasm
737,younger
738,varying
739,adult
740,she
741,hair
742,ill-defined
743,want
744,depending
745,sarcoid
746,carp
747,papulosquamous
748,syphilis
749,degree
750,limb
751,papulovesicles
752,mind
753,clear
754,joint
755,eac
756,mean
757,fibrous
758,pick
759,certainly
760,throw
761,angiokeratoma
762,photo
763,older
764,intact
765,concerning
766,biopsy
767,huh
768,further
769,obviously
770,history
771,rather
772,favored
773,suspect
774,significantly
775,pustular
776,nice
777,exactly
778,always
779,call
780,obvious
781,diagnostic
782,loss
783,concerned
784,seen
785,clinical
786,subject
787,poikiloderma
788,reactions
789,subepidermal
